wavelength,intensity
597.2500048,1832
597.3333381,1838
597.4166714,1836
597.5000048,1838
597.5833381,1842
597.6666714,1844
597.7500048,1848
597.8333381,1848
597.9166715,1848
598.0000048,1852
598.0833381,1852
598.1666715,1854
598.2500048,1856
598.3333381,1856
598.4166715,1856
598.5000048,1862
598.5833381,1862
598.6666715,1866
598.7500048,1866
598.8333381,1870
598.9166715,1872
599.0000048,1872
599.0833381,1876
599.1666715,1878
599.2500048,1882
599.3333381,1880
599.4166715,1882
599.5000048,1888
599.5833381,1884
599.6666715,1890
599.7500048,1892
599.8333381,1896
599.9166715,1892
600.0000048,1898
600.0833381,1898
600.1666715,1900
600.2500048,1904
600.3333381,1906
600.4166715,1910
600.5000048,1906
600.5833381,1912
600.6666715,1912
600.7500048,1912
600.8333381,1918
600.9166715,1914
601.0000048,1922
601.0833381,1924
601.1666715,1924
601.2500048,1928
601.3333381,1930
601.4166715,1930
601.5000048,1932
601.5833381,1936
601.6666715,1936
601.7500048,1938
601.8333381,1942
601.9166715,1944
602.0000048,1944
602.0833382,1948
602.1666715,1952
602.2500048,1952
602.3333382,1956
602.4166715,1956
602.5000048,1962
602.5833382,1960
602.6666715,1962
602.7500048,1964
602.8333382,1966
602.9166715,1970
603.0000048,1970
603.0833382,1972
603.1666715,1972
603.2500048,1976
603.3333382,1980
603.4166715,1980
603.5000048,1984
603.5833382,1986
603.6666715,1988
603.7500048,1992
603.8333382,1992
603.9166715,1994
604.0000048,1996
604.0833382,1996
604.1666715,1998
604.2500048,2002
604.3333382,2002
604.4166715,2006
604.5000048,2012
604.5833382,2014
604.6666715,2012
604.7500048,2014
604.8333382,2016
604.9166715,2020
605.0000048,2020
605.0833382,2024
605.1666715,2024
605.2500048,2026
605.3333382,2028
605.4166715,2034
605.5000048,2036
605.5833382,2038
605.6666715,2038
605.7500048,2046
605.8333382,2044
605.9166715,2046
606.0000048,2048
606.0833382,2048
606.1666715,2050
606.2500049,2052
606.3333382,2054
606.4166715,2058
606.5000049,2060
606.5833382,2060
606.6666715,2064
606.7500049,2062
606.8333382,2068
606.9166715,2070
607.0000049,2072
607.0833382,2074
607.1666715,2076
607.2500049,2078
607.3333382,2080
607.4166715,2082
607.5000049,2086
607.5833382,2088
607.6666715,2090
607.7500049,2090
607.8333382,2096
607.9166715,2094
608.0000049,2098
608.0833382,2100
608.1666715,2102
608.2500049,2104
608.3333382,2104
608.4166715,2110
608.5000049,2114
608.5833382,2110
608.6666715,2114
608.7500049,2120
608.8333382,2118
608.9166715,2122
609.0000049,2122
609.0833382,2126
609.1666715,2130
609.2500049,2132
609.3333382,2134
609.4166715,2134
609.5000049,2136
609.5833382,2140
609.6666715,2142
609.7500049,2146
609.8333382,2144
609.9166715,2148
610.0000049,2154
610.0833382,2156
610.1666715,2154
610.2500049,2158
610.3333382,2160
610.4166716,2164
610.5000049,2164
610.5833382,2164
610.6666716,2168
610.7500049,2170
610.8333382,2174
610.9166716,2176
611.0000049,2176
611.0833382,2180
611.1666716,2182
611.2500049,2184
611.3333382,2186
611.4166716,2190
611.5000049,2190
611.5833382,2194
611.6666716,2196
611.7500049,2196
611.8333382,2198
611.9166716,2204
612.0000049,2202
612.0833382,2208
612.1666716,2210
612.2500049,2208
612.3333382,2212
612.4166716,2216
612.5000049,2216
612.5833382,2220
612.6666716,2220
612.7500049,2224
612.8333382,2226
612.9166716,2228
613.0000049,2228
613.0833382,2232
613.1666716,2236
613.2500049,2238
613.3333382,2240
613.4166716,2242
613.5000049,2248
613.5833382,2246
613.6666716,2248
613.7500049,2250
613.8333382,2252
613.9166716,2256
614.0000049,2260
614.0833382,2258
614.1666716,2264
614.2500049,2266
614.3333382,2268
614.4166716,2268
614.5000049,2270
614.5833383,2274
614.6666716,2274
614.7500049,2276
614.8333383,2284
614.9166716,2286
615.0000049,2284
615.0833383,2288
615.1666716,2290
615.2500049,2292
615.3333383,2296
615.4166716,2298
615.5000049,2300
615.5833383,2302
615.6666716,2304
615.7500049,2304
615.8333383,2308
615.9166716,2310
616.0000049,2312
616.0833383,2314
616.1666716,2318
616.2500049,2316
616.3333383,2322
616.4166716,2328
616.5000049,2328
616.5833383,2328
616.6666716,2334
616.7500049,2334
616.8333383,2334
616.9166716,2340
617.0000049,2344
617.0833383,2346
617.1666716,2348
617.2500049,2348
617.3333383,2350
617.4166716,2356
617.5000049,2356
617.5833383,2354
617.6666716,2356
617.7500049,2364
617.8333383,2364
617.9166716,2366
618.0000049,2368
618.0833383,2370
618.1666716,2374
618.2500049,2376
618.3333383,2380
618.4166716,2380
618.5000049,2380
618.5833383,2386
618.6666716,2388
618.750005,2390
618.8333383,2392
618.9166716,2394
619.000005,2396
619.0833383,2402
619.1666716,2402
619.250005,2404
619.3333383,2404
619.4166716,2408
619.500005,2410
619.5833383,2410
619.6666716,2414
619.750005,2418
619.8333383,2420
619.9166716,2424
620.000005,2424
620.0833383,2426
620.1666716,2430
620.250005,2432
620.3333383,2436
620.4166716,2434
620.500005,2438
620.5833383,2442
620.6666716,2442
620.750005,2446
620.8333383,2448
620.9166716,2450
621.000005,2452
621.0833383,2456
621.1666716,2456
621.250005,2460
621.3333383,2462
621.4166716,2468
621.500005,2464
621.5833383,2468
621.6666716,2474
621.750005,2474
621.8333383,2476
621.9166716,2480
622.000005,2480
622.0833383,2484
622.1666716,2486
622.250005,2492
622.3333383,2490
622.4166716,2494
622.500005,2492
622.5833383,2496
622.6666716,2502
622.750005,2502
622.8333383,2506
622.9166717,2508
623.000005,2508
623.0833383,2508
623.1666717,2512
623.250005,2516
623.3333383,2518
623.4166717,2520
623.500005,2524
623.5833383,2524
623.6666717,2532
623.750005,2532
623.8333383,2532
623.9166717,2534
624.000005,2536
624.0833383,2540
624.1666717,2544
624.250005,2544
624.3333383,2550
624.4166717,2548
624.500005,2548
624.5833383,2554
624.6666717,2556
624.750005,2556
624.8333383,2560
624.9166717,2560
625.000005,2562
625.0833383,2568
625.1666717,2568
625.250005,2570
625.3333383,2572
625.4166717,2576
625.500005,2580
625.5833383,2580
625.6666717,2582
625.750005,2584
625.8333383,2588
625.9166717,2588
626.000005,2594
626.0833383,2594
626.1666717,2596
626.250005,2600
626.3333383,2602
626.4166717,2604
626.500005,2606
626.5833383,2610
626.6666717,2612
626.750005,2614
626.8333383,2616
626.9166717,2620
627.000005,2618
627.0833384,2624
627.1666717,2624
627.250005,2628
627.3333384,2630
627.4166717,2636
627.500005,2636
627.5833384,2638
627.6666717,2642
627.750005,2642
627.8333384,2644
627.9166717,2646
628.000005,2654
628.0833384,2652
628.1666717,2658
628.250005,2656
628.3333384,2660
628.4166717,2664
628.500005,2666
628.5833384,2668
628.6666717,2670
628.750005,2672
628.8333384,2674
628.9166717,2676
629.000005,2678
629.0833384,2680
629.1666717,2684
629.250005,2686
629.3333384,2690
629.4166717,2692
629.500005,2694
629.5833384,2696
629.6666717,2698
629.750005,2700
629.8333384,2704
629.9166717,2706
630.000005,2708
630.0833384,2714
630.1666717,2714
630.250005,2714
630.3333384,2716
630.4166717,2720
630.500005,2724
630.5833384,2724
630.6666717,2728
630.750005,2730
630.8333384,2732
630.9166717,2732
631.000005,2738
631.0833384,2740
631.1666717,2742
631.2500051,2744
631.3333384,2748
631.4166717,2748
631.5000051,2754
631.5833384,2752
631.6666717,2760
631.7500051,2760
631.8333384,2760
631.9166717,2764
632.0000051,2768
632.0833384,2768
632.1666717,2772
632.2500051,2774
632.3333384,2776
632.4166717,2778
632.5000051,2780
632.5833384,2784
632.6666717,2786
632.7500051,2788
632.8333384,2790
632.9166717,2792
633.0000051,2796
633.0833384,2796
633.1666717,2800
633.2500051,2802
633.3333384,2804
633.4166717,2808
633.5000051,2810
633.5833384,2810
633.6666717,2812
633.7500051,2816
633.8333384,2816
633.9166717,2820
634.0000051,2820
634.0833384,2824
634.1666717,2826
634.2500051,2828
634.3333384,2834
634.4166717,2834
634.5000051,2838
634.5833384,2840
634.6666717,2842
634.7500051,2844
634.8333384,2846
634.9166717,2848
635.0000051,2852
635.0833384,2852
635.1666717,2858
635.2500051,2860
635.3333384,2860
635.4166718,2864
635.5000051,2866
635.5833384,2870
635.6666718,2870
635.7500051,2872
635.8333384,2876
635.9166718,2878
636.0000051,2882
636.0833384,2882
636.1666718,2884
636.2500051,2888
636.3333384,2890
636.4166718,2894
636.5000051,2896
636.5833384,2900
636.6666718,2900
636.7500051,2904
636.8333384,2906
636.9166718,2906
637.0000051,2910
637.0833384,2912
637.1666718,2916
637.2500051,2916
637.3333384,2920
637.4166718,2924
637.5000051,2924
637.5833384,2926
637.6666718,2928
637.7500051,2932
637.8333384,2934
637.9166718,2936
638.0000051,2938
638.0833384,2940
638.1666718,2946
638.2500051,2944
638.3333384,2948
638.4166718,2952
638.5000051,2952
638.5833384,2956
638.6666718,2960
638.7500051,2960
638.8333384,2966
638.9166718,2964
639.0000051,2968
639.0833384,2968
639.1666718,2972
639.2500051,2974
639.3333384,2974
639.4166718,2978
639.5000051,2980
639.5833385,2982
639.6666718,2986
639.7500051,2988
639.8333385,2992
639.9166718,2992
640.0000051,2996
640.0833385,2998
640.1666718,3000
640.2500051,3002
640.3333385,3004
640.4166718,3006
640.5000051,3010
640.5833385,3014
640.6666718,3014
640.7500051,3016
640.8333385,3020
640.9166718,3020
641.0000051,3026
641.0833385,3026
641.1666718,3032
641.2500051,3032
641.3333385,3038
641.4166718,3038
641.5000051,3040
641.5833385,3040
641.6666718,3044
641.7500051,3048
641.8333385,3052
641.9166718,3052
642.0000051,3054
642.0833385,3056
642.1666718,3060
642.2500051,3062
642.3333385,3064
642.4166718,3066
642.5000051,3070
642.5833385,3072
642.6666718,3076
642.7500051,3076
642.8333385,3080
642.9166718,3080
643.0000051,3084
643.0833385,3090
643.1666718,3088
643.2500051,3088
643.3333385,3092
643.4166718,3096
643.5000051,3100
643.5833385,3102
643.6666718,3104
643.7500052,3106
643.8333385,3108
643.9166718,3112
644.0000052,3112
644.0833385,3112
644.1666718,3116
644.2500052,3120
644.3333385,3120
644.4166718,3122
644.5000052,3126
644.5833385,3130
644.6666718,3132
644.7500052,3134
644.8333385,3138
644.9166718,3138
645.0000052,3142
645.0833385,3144
645.1666718,3144
645.2500052,3150
645.3333385,3150
645.4166718,3152
645.5000052,3156
645.5833385,3156
645.6666718,3164
645.7500052,3162
645.8333385,3166
645.9166718,3170
646.0000052,3172
646.0833385,3172
646.1666718,3176
646.2500052,3180
646.3333385,3180
646.4166718,3182
646.5000052,3188
646.5833385,3186
646.6666718,3190
646.7500052,3192
646.8333385,3192
646.9166718,3198
647.0000052,3198
647.0833385,3200
647.1666718,3204
647.2500052,3206
647.3333385,3208
647.4166718,3212
647.5000052,3216
647.5833385,3214
647.6666718,3220
647.7500052,3222
647.8333385,3226
647.9166719,3224
648.0000052,3230
648.0833385,3230
648.1666719,3236
648.2500052,3236
648.3333385,3238
648.4166719,3242
648.5000052,3244
648.5833385,3244
648.6666719,3246
648.7500052,3252
648.8333385,3254
648.9166719,3256
649.0000052,3260
649.0833385,3258
649.1666719,3264
649.2500052,3264
649.3333385,3270
649.4166719,3272
649.5000052,3272
649.5833385,3278
649.6666719,3278
649.7500052,3282
649.8333385,3284
649.9166719,3286
650.0000052,3292
650.0833385,3288
650.1666719,3292
650.2500052,3296
650.3333385,3298
650.4166719,3298
650.5000052,3302
650.5833385,3304
650.6666719,3306
650.7500052,3308
650.8333385,3312
650.9166719,3312
651.0000052,3316
651.0833385,3320
651.1666719,3320
651.2500052,3322
651.3333385,3324
651.4166719,3328
651.5000052,3332
651.5833385,3328
651.6666719,3334
651.7500052,3336
651.8333385,3340
651.9166719,3342
652.0000052,3342
652.0833386,3346
652.1666719,3348
652.2500052,3350
652.3333386,3352
652.4166719,3354
652.5000052,3360
652.5833386,3360
652.6666719,3360
652.7500052,3368
652.8333386,3366
652.9166719,3368
653.0000052,3374
653.0833386,3374
653.1666719,3380
653.2500052,3380
653.3333386,3380
653.4166719,3384
653.5000052,3388
653.5833386,3388
653.6666719,3392
653.7500052,3394
653.8333386,3396
653.9166719,3396
654.0000052,3400
654.0833386,3404
654.1666719,3406
654.2500052,3408
654.3333386,3412
654.4166719,3414
654.5000052,3416
654.5833386,3416
654.6666719,3420
654.7500052,3420
654.8333386,3428
654.9166719,3428
655.0000052,3432
655.0833386,3434
655.1666719,3436
655.2500052,3436
655.3333386,3438
655.4166719,3444
655.5000052,3446
655.5833386,3448
655.6666719,3452
655.7500052,3454
655.8333386,3456
655.9166719,3456
656.0000052,3458
656.0833386,3460
656.1666719,3466
656.2500053,3468
656.3333386,3470
656.4166719,3472
656.5000053,3476
656.5833386,3476
656.6666719,3478
656.7500053,3484
656.8333386,3488
656.9166719,3486
657.0000053,3488
657.0833386,3492
657.1666719,3494
657.2500053,3496
657.3333386,3496
657.4166719,3500
657.5000053,3502
657.5833386,3504
657.6666719,3508
657.7500053,3512
657.8333386,3514
657.9166719,3514
658.0000053,3516
658.0833386,3516
658.1666719,3524
658.2500053,3524
658.3333386,3528
658.4166719,3532
658.5000053,3532
658.5833386,3536
658.6666719,3540
658.7500053,3540
658.8333386,3544
658.9166719,3544
659.0000053,3546
659.0833386,3548
659.1666719,3552
659.2500053,3550
659.3333386,3552
659.4166719,3556
659.5000053,3560
659.5833386,3560
659.6666719,3562
659.7500053,3568
659.8333386,3568
659.9166719,3570
660.0000053,3576
660.0833386,3576
660.1666719,3578
660.2500053,3584
660.3333386,3582
660.416672,3584
660.5000053,3588
660.5833386,3588
660.666672,3592
660.7500053,3596
660.8333386,3596
660.916672,3598
661.0000053,3602
661.0833386,3606
661.166672,3606
661.2500053,3608
661.3333386,3610
661.416672,3612
661.5000053,3618
661.5833386,3618
661.666672,3622
661.7500053,3622
661.8333386,3626
661.916672,3626
662.0000053,3628
662.0833386,3632
662.166672,3636
662.2500053,3638
662.3333386,3640
662.416672,3644
662.5000053,3642
662.5833386,3646
662.666672,3648
662.7500053,3650
662.8333386,3656
662.916672,3656
663.0000053,3658
663.0833386,3660
663.166672,3664
663.2500053,3664
663.3333386,3668
663.416672,3670
663.5000053,3672
663.5833386,3672
663.666672,3676
663.7500053,3682
663.8333386,3682
663.916672,3682
664.0000053,3688
664.0833386,3688
664.166672,3692
664.2500053,3692
664.3333386,3696
664.416672,3696
664.5000053,3700
664.5833387,3698
664.666672,3702
664.7500053,3708
664.8333387,3712
664.916672,3710
665.0000053,3714
665.0833387,3712
665.166672,3718
665.2500053,3724
665.3333387,3722
665.416672,3724
665.5000053,3728
665.5833387,3730
665.666672,3732
665.7500053,3736
665.8333387,3738
665.916672,3738
666.0000053,3742
666.0833387,3744
666.166672,3744
666.2500053,3744
666.3333387,3748
666.416672,3752
666.5000053,3754
666.5833387,3758
666.666672,3760
666.7500053,3764
666.8333387,3766
666.916672,3764
667.0000053,3766
667.0833387,3768
667.166672,3772
667.2500053,3774
667.3333387,3780
667.416672,3780
667.5000053,3782
667.5833387,3784
667.666672,3786
667.7500053,3788
667.8333387,3792
667.916672,3790
668.0000053,3794
668.0833387,3796
668.166672,3800
668.2500053,3804
668.3333387,3806
668.416672,3808
668.5000053,3808
668.5833387,3812
668.666672,3812
668.7500054,3816
668.8333387,3816
668.916672,3820
669.0000054,3824
669.0833387,3824
669.166672,3828
669.2500054,3830
669.3333387,3832
669.416672,3834
669.5000054,3836
669.5833387,3840
669.666672,3840
669.7500054,3842
669.8333387,3844
669.916672,3848
670.0000054,3850
670.0833387,3852
670.166672,3854
670.2500054,3858
670.3333387,3860
670.416672,3864
670.5000054,3870
670.5833387,3872
670.666672,3876
670.7500054,3878
670.8333387,3880
670.916672,3880
671.0000054,3878
671.0833387,3876
671.166672,3880
671.2500054,3884
671.3333387,3884
671.416672,3886
671.5000054,3892
671.5833387,3894
671.666672,3894
671.7500054,3896
671.8333387,3898
671.916672,3902
672.0000054,3904
672.0833387,3904
672.166672,3908
672.2500054,3908
672.3333387,3912
672.416672,3916
672.5000054,3916
672.5833387,3918
672.666672,3920
672.7500054,3924
672.8333387,3926
672.9166721,3926
673.0000054,3932
673.0833387,3934
673.1666721,3934
673.2500054,3936
673.3333387,3942
673.4166721,3942
673.5000054,3940
673.5833387,3942
673.6666721,3946
673.7500054,3948
673.8333387,3950
673.9166721,3956
674.0000054,3956
674.0833387,3958
674.1666721,3960
674.2500054,3962
674.3333387,3964
674.4166721,3968
674.5000054,3968
674.5833387,3968
674.6666721,3972
674.7500054,3976
674.8333387,3980
674.9166721,3980
675.0000054,3982
675.0833387,3984
675.1666721,3986
675.2500054,3988
675.3333387,3990
675.4166721,3992
675.5000054,3994
675.5833387,3996
675.6666721,4000
675.7500054,4000
675.8333387,4002
675.9166721,4004
676.0000054,4008
676.0833387,4010
676.1666721,4012
676.2500054,4012
676.3333387,4016
676.4166721,4020
676.5000054,4020
676.5833387,4022
676.6666721,4024
676.7500054,4026
676.8333387,4028
676.9166721,4028
677.0000054,4030
677.0833388,4034
677.1666721,4036
677.2500054,4040
677.3333388,4040
677.4166721,4044
677.5000054,4044
677.5833388,4048
677.6666721,4048
677.7500054,4054
677.8333388,4054
677.9166721,4058
678.0000054,4058
678.0833388,4058
678.1666721,4062
678.2500054,4062
678.3333388,4068
678.4166721,4066
678.5000054,4072
678.5833388,4072
678.6666721,4072
678.7500054,4078
678.8333388,4080
678.9166721,4078
679.0000054,4082
679.0833388,4084
679.1666721,4086
679.2500054,4090
679.3333388,4090
679.4166721,4092
679.5000054,4094
679.5833388,4094
679.6666721,4096
679.7500054,4100
679.8333388,4100
679.9166721,4102
680.0000054,4104
680.0833388,4106
680.1666721,4106
680.2500054,4110
680.3333388,4112
680.4166721,4112
680.5000054,4116
680.5833388,4114
680.6666721,4120
680.7500054,4122
680.8333388,4124
680.9166721,4124
681.0000054,4128
681.0833388,4128
681.1666721,4132
681.2500055,4130
681.3333388,4136
681.4166721,4134
681.5000055,4136
681.5833388,4142
681.6666721,4144
681.7500055,4148
681.8333388,4146
681.9166721,4146
682.0000055,4150
682.0833388,4154
682.1666721,4154
682.2500055,4156
682.3333388,4158
682.4166721,4160
682.5000055,4160
682.5833388,4164
682.6666721,4168
682.7500055,4170
682.8333388,4172
682.9166721,4174
683.0000055,4174
683.0833388,4178
683.1666721,4178
683.2500055,4180
683.3333388,4180
683.4166721,4186
683.5000055,4184
683.5833388,4188
683.6666721,4190
683.7500055,4194
683.8333388,4198
683.9166721,4196
684.0000055,4198
684.0833388,4202
684.1666721,4204
684.2500055,4204
684.3333388,4206
684.4166721,4208
684.5000055,4212
684.5833388,4214
684.6666721,4212
684.7500055,4216
684.8333388,4218
684.9166721,4216
685.0000055,4220
685.0833388,4220
685.1666721,4224
685.2500055,4226
685.3333388,4226
685.4166722,4230
685.5000055,4228
685.5833388,4234
685.6666722,4234
685.7500055,4236
685.8333388,4238
685.9166722,4242
686.0000055,4244
686.0833388,4244
686.1666722,4244
686.2500055,4248
686.3333388,4250
686.4166722,4250
686.5000055,4254
686.5833388,4252
686.6666722,4256
686.7500055,4258
686.8333388,4258
686.9166722,4258
687.0000055,4260
687.0833388,4264
687.1666722,4264
687.2500055,4268
687.3333388,4268
687.4166722,4270
687.5000055,4274
687.5833388,4276
687.6666722,4278
687.7500055,4278
687.8333388,4284
687.9166722,4282
688.0000055,4284
688.0833388,4286
688.1666722,4288
688.2500055,4290
688.3333388,4292
688.4166722,4292
688.5000055,4294
688.5833388,4294
688.6666722,4300
688.7500055,4298
688.8333388,4304
688.9166722,4304
689.0000055,4304
689.0833388,4302
689.1666722,4308
689.2500055,4308
689.3333388,4310
689.4166722,4316
689.5000055,4316
689.5833389,4314
689.6666722,4318
689.7500055,4320
689.8333389,4322
689.9166722,4324
690.0000055,4326
690.0833389,4328
690.1666722,4328
690.2500055,4332
690.3333389,4332
690.4166722,4336
690.5000055,4334
690.5833389,4338
690.6666722,4338
690.7500055,4338
690.8333389,4340
690.9166722,4340
691.0000055,4344
691.0833389,4348
691.1666722,4348
691.2500055,4350
691.3333389,4350
691.4166722,4352
691.5000055,4354
691.5833389,4354
691.6666722,4358
691.7500055,4356
691.8333389,4358
691.9166722,4362
692.0000055,4364
692.0833389,4366
692.1666722,4366
692.2500055,4368
692.3333389,4368
692.4166722,4374
692.5000055,4370
692.5833389,4374
692.6666722,4376
692.7500055,4378
692.8333389,4378
692.9166722,4380
693.0000055,4380
693.0833389,4384
693.1666722,4386
693.2500055,4386
693.3333389,4388
693.4166722,4392
693.5000055,4390
693.5833389,4390
693.6666722,4392
693.7500056,4394
693.8333389,4394
693.9166722,4394
694.0000056,4396
694.0833389,4400
694.1666722,4402
694.2500056,4402
694.3333389,4404
694.4166722,4406
694.5000056,4406
694.5833389,4408
694.6666722,4410
694.7500056,4412
694.8333389,4416
694.9166722,4414
695.0000056,4418
695.0833389,4418
695.1666722,4420
695.2500056,4422
695.3333389,4422
695.4166722,4424
695.5000056,4424
695.5833389,4428
695.6666722,4430
695.7500056,4430
695.8333389,4432
695.9166722,4434
696.0000056,4434
696.0833389,4434
696.1666722,4436
696.2500056,4440
696.3333389,4442
696.4166722,4442
696.5000056,4442
696.5833389,4446
696.6666722,4444
696.7500056,4448
696.8333389,4448
696.9166722,4448
697.0000056,4454
697.0833389,4452
697.1666722,4456
697.2500056,4458
697.3333389,4456
697.4166722,4458
697.5000056,4460
697.5833389,4460
697.6666722,4462
697.7500056,4464
697.8333389,4464
697.9166723,4466
698.0000056,4466
698.0833389,4468
698.1666723,4468
698.2500056,4472
698.3333389,4474
698.4166723,4476
698.5000056,4476
698.5833389,4476
698.6666723,4476
698.7500056,4478
698.8333389,4482
698.9166723,4482
699.0000056,4484
699.0833389,4486
699.1666723,4486
699.2500056,4488
699.3333389,4486
699.4166723,4488
699.5000056,4490
699.5833389,4492
699.6666723,4494
699.7500056,4492
699.8333389,4496
699.9166723,4498
700.0000056,4498
700.0833389,4496
700.1666723,4502
700.2500056,4500
700.3333389,4502
700.4166723,4504
700.5000056,4506
700.5833389,4504
700.6666723,4508
700.7500056,4508
700.8333389,4512
700.9166723,4512
701.0000056,4512
701.0833389,4514
701.1666723,4516
701.2500056,4516
701.3333389,4516
701.4166723,4518
701.5000056,4520
701.5833389,4522
701.6666723,4522
701.7500056,4522
701.8333389,4526
701.9166723,4524
702.0000056,4526
702.083339,4528
702.1666723,4528
702.2500056,4528
702.333339,4530
702.4166723,4532
702.5000056,4530
702.583339,4534
702.6666723,4536
702.7500056,4540
702.833339,4538
702.9166723,4538
703.0000056,4538
703.083339,4540
703.1666723,4540
703.2500056,4542
703.333339,4540
703.4166723,4544
703.5000056,4546
703.583339,4544
703.6666723,4550
703.7500056,4546
703.833339,4550
703.9166723,4552
704.0000056,4552
704.083339,4550
704.1666723,4552
704.2500056,4552
704.333339,4556
704.4166723,4554
704.5000056,4558
704.583339,4560
704.6666723,4560
704.7500056,4560
704.833339,4562
704.9166723,4562
705.0000056,4564
705.083339,4564
705.1666723,4564
705.2500056,4568
705.333339,4568
705.4166723,4566
705.5000056,4568
705.583339,4570
705.6666723,4572
705.7500056,4572
705.833339,4574
705.9166723,4574
706.0000056,4574
706.083339,4576
706.1666723,4580
706.2500057,4578
706.333339,4576
706.4166723,4582
706.5000057,4578
706.583339,4578
706.6666723,4580
706.7500057,4580
706.833339,4582
706.9166723,4582
707.0000057,4586
707.083339,4586
707.1666723,4588
707.2500057,4586
707.333339,4588
707.4166723,4588
707.5000057,4590
707.583339,4594
707.6666723,4592
707.7500057,4592
707.833339,4594
707.9166723,4594
708.0000057,4596
708.083339,4592
708.1666723,4598
708.2500057,4598
708.333339,4598
708.4166723,4600
708.5000057,4602
708.583339,4602
708.6666723,4600
708.7500057,4602
708.833339,4600
708.9166723,4604
709.0000057,4602
709.083339,4604
709.1666723,4604
709.2500057,4606
709.333339,4606
709.4166723,4608
709.5000057,4608
709.583339,4608
709.6666723,4612
709.7500057,4610
709.833339,4614
709.9166723,4612
710.0000057,4612
710.083339,4612
710.1666723,4612
710.2500057,4610
710.333339,4612
710.4166724,4612
710.5000057,4616
710.583339,4616
710.6666724,4616
710.7500057,4618
710.833339,4616
710.9166724,4618
711.0000057,4620
711.083339,4622
711.1666724,4620
711.2500057,4622
711.333339,4622
711.4166724,4624
711.5000057,4626
711.583339,4624
711.6666724,4626
711.7500057,4624
711.833339,4624
711.9166724,4628
712.0000057,4624
712.083339,4626
712.1666724,4626
712.2500057,4628
712.333339,4628
712.4166724,4632
712.5000057,4632
712.583339,4632
712.6666724,4632
712.7500057,4630
712.833339,4636
712.9166724,4632
713.0000057,4632
713.083339,4634
713.1666724,4636
713.2500057,4638
713.333339,4634
713.4166724,4636
713.5000057,4640
713.583339,4638
713.6666724,4638
713.7500057,4636
713.833339,4644
713.9166724,4638
714.0000057,4638
714.083339,4642
714.1666724,4640
714.2500057,4642
714.333339,4642
714.4166724,4644
714.5000057,4644
714.5833391,4646
714.6666724,4648
714.7500057,4648
714.8333391,4650
714.9166724,4648
715.0000057,4646
715.0833391,4648
715.1666724,4648
715.2500057,4648
715.3333391,4648
715.4166724,4646
715.5000057,4650
715.5833391,4652
715.6666724,4650
715.7500057,4652
715.8333391,4652
715.9166724,4654
716.0000057,4650
716.0833391,4656
716.1666724,4654
716.2500057,4654
716.3333391,4652
716.4166724,4656
716.5000057,4654
716.5833391,4656
716.6666724,4654
716.7500057,4656
716.8333391,4654
716.9166724,4658
717.0000057,4654
717.0833391,4656
717.1666724,4656
717.2500057,4656
717.3333391,4656
717.4166724,4658
717.5000057,4660
717.5833391,4654
717.6666724,4656
717.7500057,4658
717.8333391,4660
717.9166724,4658
718.0000057,4658
718.0833391,4660
718.1666724,4656
718.2500057,4658
718.3333391,4656
718.4166724,4660
718.5000057,4658
718.5833391,4660
718.6666724,4662
718.7500058,4660
718.8333391,4660
718.9166724,4664
719.0000058,4660
719.0833391,4660
719.1666724,4662
719.2500058,4664
719.3333391,4660
719.4166724,4664
719.5000058,4662
719.5833391,4664
719.6666724,4664
719.7500058,4664
719.8333391,4666
719.9166724,4664
720.0000058,4662
720.0833391,4664
720.1666724,4666
720.2500058,4664
720.3333391,4664
720.4166724,4666
720.5000058,4666
720.5833391,4666
720.6666724,4664
720.7500058,4664
720.8333391,4670
720.9166724,4668
721.0000058,4670
721.0833391,4668
721.1666724,4668
721.2500058,4666
721.3333391,4668
721.4166724,4668
721.5000058,4670
721.5833391,4668
721.6666724,4666
721.7500058,4664
721.8333391,4668
721.9166724,4668
722.0000058,4670
722.0833391,4666
722.1666724,4668
722.2500058,4670
722.3333391,4668
722.4166724,4666
722.5000058,4668
722.5833391,4668
722.6666724,4668
722.7500058,4668
722.8333391,4668
722.9166725,4666
723.0000058,4664
723.0833391,4668
723.1666725,4664
723.2500058,4664
723.3333391,4664
723.4166725,4666
723.5000058,4664
723.5833391,4664
723.6666725,4664
723.7500058,4664
723.8333391,4664
723.9166725,4664
724.0000058,4662
724.0833391,4662
724.1666725,4662
724.2500058,4662
724.3333391,4660
724.4166725,4662
724.5000058,4664
724.5833391,4660
724.6666725,4664
724.7500058,4664
724.8333391,4658
724.9166725,4660
725.0000058,4658
725.0833391,4660
725.1666725,4660
725.2500058,4660
725.3333391,4662
725.4166725,4660
725.5000058,4658
725.5833391,4658
725.6666725,4658
725.7500058,4660
725.8333391,4658
725.9166725,4660
726.0000058,4658
726.0833391,4658
726.1666725,4658
726.2500058,4656
726.3333391,4656
726.4166725,4656
726.5000058,4652
726.5833391,4656
726.6666725,4654
726.7500058,4654
726.8333391,4654
726.9166725,4652
727.0000058,4652
727.0833392,4652
727.1666725,4650
727.2500058,4650
727.3333392,4650
727.4166725,4646
727.5000058,4646
727.5833392,4648
727.6666725,4650
727.7500058,4648
727.8333392,4648
727.9166725,4644
728.0000058,4646
728.0833392,4648
