wavelength,intensity
498.0833373,730
498.1666707,732
498.250004,732
498.3333373,732
498.4166707,732
498.500004,736
498.5833373,734
498.6666707,736
498.750004,734
498.8333373,736
498.9166707,738
499.000004,736
499.0833373,738
499.1666707,740
499.250004,740
499.3333373,742
499.4166707,740
499.500004,744
499.5833373,742
499.6666707,746
499.750004,742
499.8333373,748
499.9166707,746
500.000004,750
500.0833373,748
500.1666707,748
500.250004,748
500.3333373,750
500.4166707,750
500.500004,750
500.5833373,750
500.6666707,752
500.750004,752
500.8333373,756
500.9166707,754
501.000004,756
501.0833373,756
501.1666707,758
501.250004,758
501.3333373,756
501.4166707,760
501.500004,758
501.5833373,760
501.6666707,762
501.750004,762
501.8333373,762
501.9166707,762
502.000004,762
502.0833373,764
502.1666707,764
502.250004,766
502.3333374,764
502.4166707,766
502.500004,766
502.5833374,768
502.6666707,768
502.750004,768
502.8333374,768
502.9166707,770
503.000004,770
503.0833374,774
503.1666707,772
503.250004,774
503.3333374,774
503.4166707,774
503.500004,774
503.5833374,776
503.6666707,778
503.750004,776
503.8333374,778
503.9166707,778
504.000004,780
504.0833374,782
504.1666707,780
504.250004,780
504.3333374,780
504.4166707,784
504.500004,782
504.5833374,784
504.6666707,784
504.750004,786
504.8333374,786
504.9166707,788
505.000004,784
505.0833374,788
505.1666707,790
505.250004,788
505.3333374,790
505.4166707,792
505.500004,792
505.5833374,792
505.6666707,794
505.750004,794
505.8333374,792
505.9166707,796
506.000004,796
506.0833374,796
506.1666707,800
506.250004,798
506.3333374,800
506.4166707,798
506.5000041,800
506.5833374,800
506.6666707,800
506.7500041,800
506.8333374,800
506.9166707,802
507.0000041,806
507.0833374,804
507.1666707,806
507.2500041,806
507.3333374,808
507.4166707,808
507.5000041,810
507.5833374,808
507.6666707,810
507.7500041,812
507.8333374,812
507.9166707,812
508.0000041,814
508.0833374,814
508.1666707,812
508.2500041,816
508.3333374,814
508.4166707,818
508.5000041,816
508.5833374,816
508.6666707,816
508.7500041,820
508.8333374,818
508.9166707,822
509.0000041,820
509.0833374,822
509.1666707,824
509.2500041,820
509.3333374,824
509.4166707,824
509.5000041,828
509.5833374,826
509.6666707,824
509.7500041,826
509.8333374,828
509.9166707,826
510.0000041,830
510.0833374,830
510.1666707,832
510.2500041,830
510.3333374,830
510.4166707,832
510.5000041,834
510.5833374,836
510.6666708,836
510.7500041,832
510.8333374,836
510.9166708,834
511.0000041,836
511.0833374,838
511.1666708,836
511.2500041,838
511.3333374,840
511.4166708,840
511.5000041,842
511.5833374,844
511.6666708,840
511.7500041,844
511.8333374,846
511.9166708,848
512.0000041,846
512.0833374,850
512.1666708,850
512.2500041,848
512.3333374,850
512.4166708,850
512.5000041,850
512.5833374,852
512.6666708,852
512.7500041,852
512.8333374,852
512.9166708,856
513.0000041,856
513.0833374,854
513.1666708,854
513.2500041,858
513.3333374,856
513.4166708,858
513.5000041,858
513.5833374,860
513.6666708,864
513.7500041,860
513.8333374,862
513.9166708,862
514.0000041,864
514.0833374,862
514.1666708,866
514.2500041,864
514.3333374,866
514.4166708,866
514.5000041,868
514.5833374,870
514.6666708,868
514.7500041,866
514.8333375,872
514.9166708,874
515.0000041,872
515.0833375,870
515.1666708,872
515.2500041,872
515.3333375,876
515.4166708,874
515.5000041,874
515.5833375,876
515.6666708,878
515.7500041,876
515.8333375,876
515.9166708,880
516.0000041,880
516.0833375,880
516.1666708,880
516.2500041,882
516.3333375,882
516.4166708,882
516.5000041,882
516.5833375,886
516.6666708,884
516.7500041,886
516.8333375,888
516.9166708,886
517.0000041,888
517.0833375,888
517.1666708,888
517.2500041,888
517.3333375,892
517.4166708,892
517.5000041,892
517.5833375,896
517.6666708,894
517.7500041,894
517.8333375,892
517.9166708,894
518.0000041,894
518.0833375,896
518.1666708,896
518.2500041,898
518.3333375,900
518.4166708,898
518.5000041,902
518.5833375,900
518.6666708,898
518.7500041,904
518.8333375,902
518.9166708,902
519.0000042,902
519.0833375,904
519.1666708,904
519.2500042,906
519.3333375,904
519.4166708,908
519.5000042,910
519.5833375,908
519.6666708,908
519.7500042,912
519.8333375,910
519.9166708,910
520.0000042,912
520.0833375,914
520.1666708,916
520.2500042,914
520.3333375,916
520.4166708,912
520.5000042,916
520.5833375,920
520.6666708,916
520.7500042,920
520.8333375,920
520.9166708,922
521.0000042,922
521.0833375,920
521.1666708,924
521.2500042,924
521.3333375,922
521.4166708,926
521.5000042,926
521.5833375,924
521.6666708,928
521.7500042,926
521.8333375,926
521.9166708,930
522.0000042,930
522.0833375,930
522.1666708,928
522.2500042,930
522.3333375,930
522.4166708,928
522.5000042,934
522.5833375,932
522.6666708,934
522.7500042,936
522.8333375,936
522.9166708,936
523.0000042,938
523.0833375,940
523.1666709,938
523.2500042,936
523.3333375,940
523.4166709,942
523.5000042,940
523.5833375,940
523.6666709,944
523.7500042,944
523.8333375,944
523.9166709,948
524.0000042,946
524.0833375,948
524.1666709,948
524.2500042,948
524.3333375,950
524.4166709,950
524.5000042,952
524.5833375,948
524.6666709,952
524.7500042,952
524.8333375,954
524.9166709,952
525.0000042,956
525.0833375,956
525.1666709,956
525.2500042,956
525.3333375,962
525.4166709,956
525.5000042,958
525.5833375,958
525.6666709,960
525.7500042,964
525.8333375,962
525.9166709,962
526.0000042,964
526.0833375,962
526.1666709,966
526.2500042,966
526.3333375,966
526.4166709,968
526.5000042,968
526.5833375,966
526.6666709,968
526.7500042,970
526.8333375,970
526.9166709,972
527.0000042,974
527.0833375,976
527.1666709,972
527.2500042,974
527.3333376,976
527.4166709,976
527.5000042,978
527.5833376,976
527.6666709,978
527.7500042,980
527.8333376,980
527.9166709,982
528.0000042,980
528.0833376,980
528.1666709,984
528.2500042,984
528.3333376,982
528.4166709,986
528.5000042,984
528.5833376,988
528.6666709,988
528.7500042,988
528.8333376,988
528.9166709,990
529.0000042,988
529.0833376,988
529.1666709,992
529.2500042,988
529.3333376,992
529.4166709,994
529.5000042,992
529.5833376,992
529.6666709,998
529.7500042,996
529.8333376,996
529.9166709,998
530.0000042,1000
530.0833376,998
530.1666709,1002
530.2500042,1000
530.3333376,1004
530.4166709,1000
530.5000042,1008
530.5833376,1002
530.6666709,1006
530.7500042,1006
530.8333376,1006
530.9166709,1008
531.0000042,1008
531.0833376,1006
531.1666709,1008
531.2500042,1008
531.3333376,1012
531.4166709,1014
531.5000043,1012
531.5833376,1014
531.6666709,1012
531.7500043,1012
531.8333376,1014
531.9166709,1016
532.0000043,1018
532.0833376,1016
532.1666709,1018
532.2500043,1020
532.3333376,1020
532.4166709,1020
532.5000043,1022
532.5833376,1024
532.6666709,1024
532.7500043,1024
532.8333376,1026
532.9166709,1024
533.0000043,1026
533.0833376,1028
533.1666709,1028
533.2500043,1028
533.3333376,1028
533.4166709,1028
533.5000043,1032
533.5833376,1032
533.6666709,1030
533.7500043,1032
533.8333376,1032
533.9166709,1034
534.0000043,1034
534.0833376,1034
534.1666709,1036
534.2500043,1038
534.3333376,1040
534.4166709,1038
534.5000043,1040
534.5833376,1040
534.6666709,1042
534.7500043,1040
534.8333376,1040
534.9166709,1044
535.0000043,1046
535.0833376,1046
535.1666709,1048
535.2500043,1044
535.3333376,1048
535.4166709,1048
535.5000043,1050
535.5833376,1050
535.666671,1050
535.7500043,1052
535.8333376,1052
535.916671,1052
536.0000043,1052
536.0833376,1056
536.166671,1054
536.2500043,1058
536.3333376,1054
536.416671,1058
536.5000043,1058
536.5833376,1060
536.666671,1060
536.7500043,1062
536.8333376,1062
536.916671,1064
537.0000043,1064
537.0833376,1064
537.166671,1066
537.2500043,1068
537.3333376,1068
537.416671,1068
537.5000043,1070
537.5833376,1068
537.666671,1070
537.7500043,1070
537.8333376,1074
537.916671,1072
538.0000043,1078
538.0833376,1072
538.166671,1072
538.2500043,1078
538.3333376,1078
538.416671,1078
538.5000043,1082
538.5833376,1080
538.666671,1080
538.7500043,1080
538.8333376,1084
538.916671,1082
539.0000043,1084
539.0833376,1084
539.166671,1088
539.2500043,1088
539.3333376,1088
539.416671,1090
539.5000043,1090
539.5833376,1090
539.666671,1092
539.7500043,1090
539.8333377,1092
539.916671,1096
540.0000043,1096
540.0833377,1092
540.166671,1098
540.2500043,1098
540.3333377,1098
540.416671,1102
540.5000043,1102
540.5833377,1104
540.666671,1104
540.7500043,1102
540.8333377,1104
540.916671,1104
541.0000043,1106
541.0833377,1104
541.166671,1108
541.2500043,1110
541.3333377,1108
541.416671,1110
541.5000043,1112
541.5833377,1116
541.666671,1114
541.7500043,1116
541.8333377,1114
541.916671,1116
542.0000043,1118
542.0833377,1116
542.166671,1120
542.2500043,1120
542.3333377,1118
542.416671,1120
542.5000043,1126
542.5833377,1122
542.666671,1124
542.7500043,1124
542.8333377,1124
542.916671,1124
543.0000043,1128
543.0833377,1128
543.166671,1130
543.2500043,1132
543.3333377,1130
543.416671,1132
543.5000043,1132
543.5833377,1136
543.666671,1134
543.7500043,1136
543.8333377,1138
543.916671,1140
544.0000044,1138
544.0833377,1140
544.166671,1140
544.2500044,1142
544.3333377,1140
544.416671,1144
544.5000044,1144
544.5833377,1146
544.666671,1142
544.7500044,1146
544.8333377,1148
544.916671,1148
545.0000044,1150
545.0833377,1150
545.166671,1152
545.2500044,1154
545.3333377,1152
545.416671,1156
545.5000044,1156
545.5833377,1154
545.666671,1156
545.7500044,1158
545.8333377,1158
545.916671,1158
546.0000044,1160
546.0833377,1162
546.166671,1164
546.2500044,1162
546.3333377,1162
546.416671,1164
546.5000044,1164
546.5833377,1166
546.666671,1166
546.7500044,1168
546.8333377,1168
546.916671,1174
547.0000044,1170
547.0833377,1176
547.166671,1172
547.2500044,1172
547.3333377,1174
547.416671,1174
547.5000044,1180
547.5833377,1176
547.666671,1178
547.7500044,1182
547.8333377,1180
547.916671,1182
548.0000044,1184
548.0833377,1184
548.1666711,1184
548.2500044,1184
548.3333377,1186
548.4166711,1184
548.5000044,1188
548.5833377,1188
548.6666711,1192
548.7500044,1190
548.8333377,1192
548.9166711,1192
549.0000044,1196
549.0833377,1196
549.1666711,1196
549.2500044,1196
549.3333377,1198
549.4166711,1202
549.5000044,1200
549.5833377,1204
549.6666711,1200
549.7500044,1204
549.8333377,1202
549.9166711,1202
550.0000044,1204
550.0833377,1208
550.1666711,1208
550.2500044,1208
550.3333377,1208
550.4166711,1210
550.5000044,1212
550.5833377,1212
550.6666711,1214
550.7500044,1216
550.8333377,1216
550.9166711,1218
551.0000044,1218
551.0833377,1216
551.1666711,1218
551.2500044,1220
551.3333377,1222
551.4166711,1224
551.5000044,1224
551.5833377,1222
551.6666711,1228
551.7500044,1228
551.8333377,1228
551.9166711,1228
552.0000044,1228
552.0833377,1230
552.1666711,1228
552.2500044,1230
552.3333378,1232
552.4166711,1230
552.5000044,1238
552.5833378,1236
552.6666711,1238
552.7500044,1238
552.8333378,1240
552.9166711,1240
553.0000044,1242
553.0833378,1242
553.1666711,1242
553.2500044,1242
553.3333378,1244
553.4166711,1242
553.5000044,1246
553.5833378,1244
553.6666711,1248
553.7500044,1248
553.8333378,1248
553.9166711,1248
554.0000044,1256
554.0833378,1246
554.1666711,1254
554.2500044,1258
554.3333378,1256
554.4166711,1258
554.5000044,1256
554.5833378,1256
554.6666711,1260
554.7500044,1258
554.8333378,1262
554.9166711,1264
555.0000044,1264
555.0833378,1262
555.1666711,1260
555.2500044,1262
555.3333378,1266
555.4166711,1266
555.5000044,1270
555.5833378,1268
555.6666711,1270
555.7500044,1270
555.8333378,1274
555.9166711,1272
556.0000044,1274
556.0833378,1276
556.1666711,1274
556.2500045,1276
556.3333378,1280
556.4166711,1276
556.5000045,1280
556.5833378,1278
556.6666711,1280
556.7500045,1280
556.8333378,1280
556.9166711,1284
557.0000045,1280
557.0833378,1284
557.1666711,1286
557.2500045,1284
557.3333378,1286
557.4166711,1290
557.5000045,1286
557.5833378,1288
557.6666711,1290
557.7500045,1286
557.8333378,1292
557.9166711,1292
558.0000045,1292
558.0833378,1296
558.1666711,1294
558.2500045,1296
558.3333378,1294
558.4166711,1294
558.5000045,1300
558.5833378,1300
558.6666711,1300
558.7500045,1300
558.8333378,1306
558.9166711,1304
559.0000045,1310
559.0833378,1304
559.1666711,1306
559.2500045,1308
559.3333378,1308
559.4166711,1310
559.5000045,1310
559.5833378,1310
559.6666711,1314
559.7500045,1312
559.8333378,1310
559.9166711,1314
560.0000045,1318
560.0833378,1316
560.1666711,1316
560.2500045,1318
560.3333378,1320
560.4166712,1322
560.5000045,1318
560.5833378,1322
560.6666712,1322
560.7500045,1324
560.8333378,1324
560.9166712,1324
561.0000045,1328
561.0833378,1326
561.1666712,1330
561.2500045,1330
561.3333378,1332
561.4166712,1334
561.5000045,1334
561.5833378,1330
561.6666712,1332
561.7500045,1334
561.8333378,1336
561.9166712,1334
562.0000045,1336
562.0833378,1340
562.1666712,1340
562.2500045,1338
562.3333378,1340
562.4166712,1340
562.5000045,1344
562.5833378,1342
562.6666712,1344
562.7500045,1344
562.8333378,1346
562.9166712,1348
563.0000045,1344
563.0833378,1348
563.1666712,1348
563.2500045,1352
563.3333378,1352
563.4166712,1352
563.5000045,1354
563.5833378,1354
563.6666712,1356
563.7500045,1356
563.8333378,1356
563.9166712,1358
564.0000045,1360
564.0833378,1360
564.1666712,1360
564.2500045,1360
564.3333378,1362
564.4166712,1362
564.5000045,1366
564.5833379,1366
564.6666712,1366
564.7500045,1366
564.8333379,1368
564.9166712,1368
565.0000045,1370
565.0833379,1372
565.1666712,1372
565.2500045,1370
565.3333379,1374
565.4166712,1376
565.5000045,1374
565.5833379,1374
565.6666712,1376
565.7500045,1376
565.8333379,1376
565.9166712,1378
566.0000045,1380
566.0833379,1382
566.1666712,1382
566.2500045,1382
566.3333379,1382
566.4166712,1386
566.5000045,1386
566.5833379,1386
566.6666712,1384
566.7500045,1388
566.8333379,1388
566.9166712,1390
567.0000045,1390
567.0833379,1390
567.1666712,1390
567.2500045,1392
567.3333379,1394
567.4166712,1396
567.5000045,1396
567.5833379,1396
567.6666712,1396
567.7500045,1398
567.8333379,1398
567.9166712,1398
568.0000045,1400
568.0833379,1400
568.1666712,1404
568.2500045,1404
568.3333379,1406
568.4166712,1408
568.5000045,1408
568.5833379,1406
568.6666712,1410
568.7500046,1408
568.8333379,1410
568.9166712,1408
569.0000046,1410
569.0833379,1410
569.1666712,1416
569.2500046,1414
569.3333379,1412
569.4166712,1414
569.5000046,1416
569.5833379,1416
569.6666712,1418
569.7500046,1418
569.8333379,1418
569.9166712,1422
570.0000046,1420
570.0833379,1422
570.1666712,1424
570.2500046,1422
570.3333379,1428
570.4166712,1426
570.5000046,1424
570.5833379,1426
570.6666712,1430
570.7500046,1430
570.8333379,1432
570.9166712,1434
571.0000046,1430
571.0833379,1430
571.1666712,1434
571.2500046,1434
571.3333379,1436
571.4166712,1436
571.5000046,1438
571.5833379,1438
571.6666712,1438
571.7500046,1440
571.8333379,1440
571.9166712,1440
572.0000046,1442
572.0833379,1446
572.1666712,1444
572.2500046,1444
572.3333379,1446
572.4166712,1448
572.5000046,1448
572.5833379,1448
572.6666712,1448
572.7500046,1448
572.8333379,1452
572.9166713,1452
573.0000046,1452
573.0833379,1458
573.1666713,1456
573.2500046,1456
573.3333379,1456
573.4166713,1456
573.5000046,1458
573.5833379,1458
573.6666713,1458
573.7500046,1462
573.8333379,1460
573.9166713,1462
574.0000046,1462
574.0833379,1464
574.1666713,1468
574.2500046,1466
574.3333379,1466
574.4166713,1470
574.5000046,1468
574.5833379,1468
574.6666713,1468
574.7500046,1468
574.8333379,1474
574.9166713,1476
575.0000046,1472
575.0833379,1478
575.1666713,1476
575.2500046,1478
575.3333379,1478
575.4166713,1480
575.5000046,1478
575.5833379,1480
575.6666713,1482
575.7500046,1480
575.8333379,1482
575.9166713,1486
576.0000046,1486
576.0833379,1484
576.1666713,1486
576.2500046,1488
576.3333379,1488
576.4166713,1492
576.5000046,1492
576.5833379,1492
576.6666713,1494
576.7500046,1494
576.8333379,1496
576.9166713,1496
577.0000046,1496
577.083338,1498
577.1666713,1498
577.2500046,1498
577.333338,1502
577.4166713,1502
577.5000046,1502
577.583338,1502
577.6666713,1504
577.7500046,1506
577.833338,1506
577.9166713,1506
578.0000046,1510
578.083338,1508
578.1666713,1512
578.2500046,1512
578.333338,1512
578.4166713,1514
578.5000046,1512
578.583338,1514
578.6666713,1514
578.7500046,1518
578.833338,1518
578.9166713,1520
579.0000046,1520
579.083338,1522
579.1666713,1524
579.2500046,1526
579.333338,1524
579.4166713,1526
579.5000046,1528
579.583338,1528
579.6666713,1530
579.7500046,1530
579.833338,1532
579.9166713,1532
580.0000046,1534
580.083338,1536
580.1666713,1536
580.2500046,1536
580.333338,1536
580.4166713,1538
580.5000046,1538
580.583338,1536
580.6666713,1540
580.7500046,1542
580.833338,1538
580.9166713,1544
581.0000046,1544
581.083338,1548
581.1666713,1548
581.2500047,1546
581.333338,1548
581.4166713,1550
581.5000047,1550
581.583338,1554
581.6666713,1554
581.7500047,1554
581.833338,1558
581.9166713,1554
582.0000047,1556
582.083338,1560
582.1666713,1564
582.2500047,1562
582.333338,1564
582.4166713,1566
582.5000047,1564
582.583338,1566
582.6666713,1568
582.7500047,1568
582.833338,1566
582.9166713,1572
583.0000047,1572
583.083338,1574
583.1666713,1574
583.2500047,1574
583.333338,1576
583.4166713,1580
583.5000047,1580
583.583338,1580
583.6666713,1580
583.7500047,1584
583.833338,1588
583.9166713,1584
584.0000047,1586
584.083338,1588
584.1666713,1592
584.2500047,1594
584.333338,1592
584.4166713,1594
584.5000047,1592
584.583338,1592
584.6666713,1596
584.7500047,1598
584.833338,1602
584.9166713,1606
585.0000047,1600
585.083338,1606
585.1666713,1604
585.2500047,1604
585.333338,1604
585.4166714,1608
585.5000047,1612
585.583338,1608
585.6666714,1612
585.7500047,1616
585.833338,1612
585.9166714,1614
586.0000047,1618
586.083338,1620
586.1666714,1618
586.2500047,1620
586.333338,1624
586.4166714,1622
586.5000047,1626
586.583338,1624
586.6666714,1628
586.7500047,1628
586.833338,1630
586.9166714,1632
587.0000047,1632
587.083338,1636
587.1666714,1640
587.2500047,1636
587.333338,1636
587.4166714,1640
587.5000047,1640
587.583338,1644
587.6666714,1646
587.7500047,1650
587.833338,1646
587.9166714,1648
588.0000047,1652
588.083338,1656
588.1666714,1654
588.2500047,1656
588.333338,1656
588.4166714,1660
588.5000047,1662
588.583338,1672
588.6666714,1676
588.7500047,1682
588.833338,1688
588.9166714,1690
589.0000047,1692
589.083338,1692
589.1666714,1696
589.2500047,1696
589.333338,1692
589.4166714,1692
589.5000047,1692
589.5833381,1692
589.6666714,1690
589.7500047,1696
589.8333381,1690
589.9166714,1692
590.0000047,1690
590.0833381,1694
590.1666714,1692
590.2500047,1690
590.3333381,1692
590.4166714,1696
590.5000047,1696
590.5833381,1698
590.6666714,1698
590.7500047,1700
590.8333381,1702
590.9166714,1702
591.0000047,1704
591.0833381,1706
591.1666714,1708
591.2500047,1710
591.3333381,1712
591.4166714,1712
591.5000047,1716
591.5833381,1716
591.6666714,1716
591.7500047,1718
591.8333381,1722
591.9166714,1724
592.0000047,1724
592.0833381,1726
592.1666714,1728
592.2500047,1728
592.3333381,1732
592.4166714,1730
592.5000047,1736
592.5833381,1736
592.6666714,1738
592.7500047,1738
592.8333381,1740
592.9166714,1744
593.0000047,1742
593.0833381,1746
593.1666714,1750
593.2500047,1750
593.3333381,1752
593.4166714,1754
593.5000047,1756
593.5833381,1760
593.6666714,1758
593.7500048,1762
593.8333381,1764
593.9166714,1764
594.0000048,1762
594.0833381,1764
594.1666714,1768
594.2500048,1772
594.3333381,1772
594.4166714,1772
594.5000048,1776
594.5833381,1780
594.6666714,1778
594.7500048,1780
594.8333381,1782
594.9166714,1782
595.0000048,1784
595.0833381,1786
595.1666714,1788
595.2500048,1790
595.3333381,1792
595.4166714,1792
595.5000048,1794
595.5833381,1796
595.6666714,1798
595.7500048,1800
595.8333381,1804
595.9166714,1804
596.0000048,1806
596.0833381,1806
596.1666714,1810
596.2500048,1812
596.3333381,1814
596.4166714,1814
596.5000048,1816
596.5833381,1820
596.6666714,1820
596.7500048,1824
596.8333381,1826
596.9166714,1828
597.0000048,1828
597.0833381,1834
597.1666714,1832
